scaffold	start	stop	nls_count	ss_count	gc_percent
Cf746836_TGAC_s1v1_scaffold_1333	40001	50001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1333	50001	60001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1333	60001	70001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1333	70001	80001	0	4	47
Cf746836_TGAC_s1v1_scaffold_1333	80001	90001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1333	90001	100001	0	1	48
Cf746836_TGAC_s1v1_scaffold_1333	100001	110001	0	0	39
Cf746836_TGAC_s1v1_scaffold_1333	110001	118674	0	2	33
Cf746836_TGAC_s1v1_scaffold_1334	1	10001	7	0	27
Cf746836_TGAC_s1v1_scaffold_1334	10001	20001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1334	20001	21983	0	0	26
Cf746836_TGAC_s1v1_scaffold_1335	1	10001	9	0	27
Cf746836_TGAC_s1v1_scaffold_1335	10001	20001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1335	20001	21084	0	0	44
Cf746836_TGAC_s1v1_scaffold_1336	1	10001	81	2	44
Cf746836_TGAC_s1v1_scaffold_1336	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1336	20001	30001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1336	30001	40001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1336	40001	50001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1336	50001	60001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1336	60001	70001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1336	70001	80001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1336	80001	87622	0	0	48
Cf746836_TGAC_s1v1_scaffold_1337	1	10001	71	1	47
Cf746836_TGAC_s1v1_scaffold_1337	10001	20001	0	4	44
Cf746836_TGAC_s1v1_scaffold_1337	20001	30001	0	1	47
Cf746836_TGAC_s1v1_scaffold_1337	30001	40001	0	1	48
Cf746836_TGAC_s1v1_scaffold_1337	40001	50001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1337	50001	60001	0	1	36
Cf746836_TGAC_s1v1_scaffold_1337	60001	67237	0	1	41
Cf746836_TGAC_s1v1_scaffold_1338	1	10001	23	0	42
Cf746836_TGAC_s1v1_scaffold_1338	10001	20001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1338	20001	27582	0	1	43
Cf746836_TGAC_s1v1_scaffold_1339	1	3562	6	0	24
Cf746836_TGAC_s1v1_scaffold_134	1	5839	2	0	47
Cf746836_TGAC_s1v1_scaffold_1340	1	4135	0	0	31
Cf746836_TGAC_s1v1_scaffold_1341	1	10001	22	0	34
Cf746836_TGAC_s1v1_scaffold_1341	10001	20001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1341	20001	30001	0	3	40
Cf746836_TGAC_s1v1_scaffold_1341	30001	40001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1341	40001	46041	0	0	25
Cf746836_TGAC_s1v1_scaffold_1342	1	2584	4	0	39
Cf746836_TGAC_s1v1_scaffold_1343	1	10001	54	0	45
Cf746836_TGAC_s1v1_scaffold_1343	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1343	20001	30001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1343	30001	40001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1343	40001	50001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1343	50001	60001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1343	60001	70001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1343	70001	78499	0	1	47
Cf746836_TGAC_s1v1_scaffold_1344	1	10001	30	0	22
Cf746836_TGAC_s1v1_scaffold_1344	10001	20001	0	1	39
Cf746836_TGAC_s1v1_scaffold_1344	20001	30001	0	1	38
Cf746836_TGAC_s1v1_scaffold_1344	30001	40001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1344	40001	50001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1344	50001	59759	0	4	44
Cf746836_TGAC_s1v1_scaffold_1345	1	2999	4	0	45
Cf746836_TGAC_s1v1_scaffold_1346	1	10001	13	3	47
Cf746836_TGAC_s1v1_scaffold_1346	10001	16484	0	1	44
Cf746836_TGAC_s1v1_scaffold_1347	1	10001	24	0	26
Cf746836_TGAC_s1v1_scaffold_1347	10001	20001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1347	20001	30001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1347	30001	38922	0	0	18
Cf746836_TGAC_s1v1_scaffold_1348	1	10001	10	4	46
Cf746836_TGAC_s1v1_scaffold_1348	10001	16039	0	0	38
Cf746836_TGAC_s1v1_scaffold_1349	1	10001	18	0	31
Cf746836_TGAC_s1v1_scaffold_1349	10001	20001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1349	20001	30001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1349	30001	35419	0	1	44
Cf746836_TGAC_s1v1_scaffold_135	1	10001	55	3	46
Cf746836_TGAC_s1v1_scaffold_135	10001	20001	0	3	45
Cf746836_TGAC_s1v1_scaffold_135	20001	30001	0	2	41
Cf746836_TGAC_s1v1_scaffold_135	30001	40001	0	0	47
Cf746836_TGAC_s1v1_scaffold_135	40001	41407	0	0	47
Cf746836_TGAC_s1v1_scaffold_1350	1	10001	40	0	33
Cf746836_TGAC_s1v1_scaffold_1350	10001	20001	0	0	29
Cf746836_TGAC_s1v1_scaffold_1350	20001	30001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1350	30001	40001	0	1	36
Cf746836_TGAC_s1v1_scaffold_1350	40001	50001	0	3	42
Cf746836_TGAC_s1v1_scaffold_1350	50001	50965	0	0	39
Cf746836_TGAC_s1v1_scaffold_1351	1	10001	42	2	43
Cf746836_TGAC_s1v1_scaffold_1351	10001	20001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1351	20001	30001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1351	30001	40001	0	0	29
Cf746836_TGAC_s1v1_scaffold_1351	40001	50001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1351	50001	60001	0	1	33
Cf746836_TGAC_s1v1_scaffold_1351	60001	64903	0	0	46
Cf746836_TGAC_s1v1_scaffold_1352	1	10001	53	6	45
Cf746836_TGAC_s1v1_scaffold_1352	10001	20001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1352	20001	30001	0	0	39
Cf746836_TGAC_s1v1_scaffold_1352	30001	40001	0	2	37
Cf746836_TGAC_s1v1_scaffold_1352	40001	50001	0	0	32
Cf746836_TGAC_s1v1_scaffold_1352	50001	60001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1352	60001	70001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1352	70001	80001	0	2	48
Cf746836_TGAC_s1v1_scaffold_1352	80001	89176	0	2	47
Cf746836_TGAC_s1v1_scaffold_1353	1	10001	7	0	35
Cf746836_TGAC_s1v1_scaffold_1353	10001	15629	0	0	45
Cf746836_TGAC_s1v1_scaffold_1354	1	10001	7	1	45
Cf746836_TGAC_s1v1_scaffold_1354	10001	15435	0	0	44
Cf746836_TGAC_s1v1_scaffold_1355	1	10001	28	1	43
Cf746836_TGAC_s1v1_scaffold_1355	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1355	20001	30001	0	5	47
Cf746836_TGAC_s1v1_scaffold_1355	30001	30835	0	0	40
Cf746836_TGAC_s1v1_scaffold_1356	1	5545	2	2	45
Cf746836_TGAC_s1v1_scaffold_1357	1	10001	104	4	43
Cf746836_TGAC_s1v1_scaffold_1357	10001	20001	0	0	40
Cf746836_TGAC_s1v1_scaffold_1357	20001	30001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1357	30001	40001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1357	40001	50001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1357	50001	60001	0	3	46
Cf746836_TGAC_s1v1_scaffold_1357	60001	70001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1357	70001	80001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1357	80001	90001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1357	90001	100001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1357	100001	110001	0	0	27
Cf746836_TGAC_s1v1_scaffold_1357	110001	113834	0	0	26
Cf746836_TGAC_s1v1_scaffold_1358	1	2804	0	0	19
Cf746836_TGAC_s1v1_scaffold_1359	1	10001	4	0	27
Cf746836_TGAC_s1v1_scaffold_1359	10001	15221	0	0	19
Cf746836_TGAC_s1v1_scaffold_136	1	10001	18	1	44
Cf746836_TGAC_s1v1_scaffold_136	10001	20001	0	4	44
Cf746836_TGAC_s1v1_scaffold_136	20001	29588	0	1	41
Cf746836_TGAC_s1v1_scaffold_1360	1	10001	18	5	36
Cf746836_TGAC_s1v1_scaffold_1360	10001	19136	0	2	44
Cf746836_TGAC_s1v1_scaffold_1361	1	10001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1361	10001	10111	0	0	23
Cf746836_TGAC_s1v1_scaffold_1362	1	10001	74	0	32
Cf746836_TGAC_s1v1_scaffold_1362	10001	20001	0	7	46
Cf746836_TGAC_s1v1_scaffold_1362	20001	30001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1362	30001	40001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1362	40001	50001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1362	50001	60001	0	5	45
Cf746836_TGAC_s1v1_scaffold_1362	60001	70001	0	5	42
Cf746836_TGAC_s1v1_scaffold_1362	70001	77921	0	2	44
Cf746836_TGAC_s1v1_scaffold_1363	1	3072	0	0	15
Cf746836_TGAC_s1v1_scaffold_1364	1	10001	40	1	47
Cf746836_TGAC_s1v1_scaffold_1364	10001	20001	0	0	34
Cf746836_TGAC_s1v1_scaffold_1364	20001	30001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1364	30001	40001	0	2	41
Cf746836_TGAC_s1v1_scaffold_1364	40001	44622	0	0	43
Cf746836_TGAC_s1v1_scaffold_1365	1	10001	69	0	18
Cf746836_TGAC_s1v1_scaffold_1365	10001	20001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1365	20001	30001	0	0	22
Cf746836_TGAC_s1v1_scaffold_1365	30001	40001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1365	40001	50001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1365	50001	60001	0	0	33
Cf746836_TGAC_s1v1_scaffold_1365	60001	70001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1365	70001	80001	0	2	43
Cf746836_TGAC_s1v1_scaffold_1365	80001	90001	0	1	48
Cf746836_TGAC_s1v1_scaffold_1365	90001	97295	0	1	33
Cf746836_TGAC_s1v1_scaffold_1366	1	4767	0	0	19
Cf746836_TGAC_s1v1_scaffold_1367	1	10001	40	0	30
Cf746836_TGAC_s1v1_scaffold_1367	10001	20001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1367	20001	30001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1367	30001	39805	0	0	44
Cf746836_TGAC_s1v1_scaffold_1368	1	1516	1	0	33
Cf746836_TGAC_s1v1_scaffold_1369	1	10001	6	0	23
Cf746836_TGAC_s1v1_scaffold_1369	10001	15674	0	0	22
Cf746836_TGAC_s1v1_scaffold_137	1	2349	2	1	41
Cf746836_TGAC_s1v1_scaffold_1370	1	10001	41	0	32
Cf746836_TGAC_s1v1_scaffold_1370	10001	20001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1370	20001	30001	0	0	42
Cf746836_TGAC_s1v1_scaffold_1370	30001	40001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1370	40001	42978	0	0	47
Cf746836_TGAC_s1v1_scaffold_1371	1	10001	12	4	45
Cf746836_TGAC_s1v1_scaffold_1371	10001	13038	0	2	47
Cf746836_TGAC_s1v1_scaffold_1372	1	10001	37	3	43
Cf746836_TGAC_s1v1_scaffold_1372	10001	20001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1372	20001	30001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1372	30001	40001	0	0	42
Cf746836_TGAC_s1v1_scaffold_1372	40001	50001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1372	50001	60001	0	0	27
Cf746836_TGAC_s1v1_scaffold_1372	60001	70001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1372	70001	72412	0	0	34
Cf746836_TGAC_s1v1_scaffold_1373	1	10001	7	0	24
Cf746836_TGAC_s1v1_scaffold_1373	10001	16566	0	0	22
Cf746836_TGAC_s1v1_scaffold_1374	1	10001	8	3	45
Cf746836_TGAC_s1v1_scaffold_1374	10001	11460	0	0	41
Cf746836_TGAC_s1v1_scaffold_1375	1	1560	2	0	44
Cf746836_TGAC_s1v1_scaffold_1376	1	10001	96	0	45
Cf746836_TGAC_s1v1_scaffold_1376	10001	20001	0	4	44
Cf746836_TGAC_s1v1_scaffold_1376	20001	30001	0	0	46
Cf746836_TGAC_s1v1_scaffold_1376	30001	40001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1376	40001	50001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1376	50001	60001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1376	60001	70001	0	1	41
Cf746836_TGAC_s1v1_scaffold_1376	70001	80001	0	4	47
Cf746836_TGAC_s1v1_scaffold_1376	80001	90001	0	0	45
Cf746836_TGAC_s1v1_scaffold_1376	90001	100001	0	3	39
Cf746836_TGAC_s1v1_scaffold_1376	100001	110001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1376	110001	120001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1376	120001	130001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1376	130001	140001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1376	140001	142160	0	1	52
Cf746836_TGAC_s1v1_scaffold_1377	1	10001	18	0	27
Cf746836_TGAC_s1v1_scaffold_1377	10001	20001	0	0	43
Cf746836_TGAC_s1v1_scaffold_1377	20001	30001	0	0	23
Cf746836_TGAC_s1v1_scaffold_1377	30001	32848	0	0	19
Cf746836_TGAC_s1v1_scaffold_1378	1	10001	10	2	39
Cf746836_TGAC_s1v1_scaffold_1378	10001	20001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1378	20001	30001	0	0	44
Cf746836_TGAC_s1v1_scaffold_1378	30001	33438	0	0	46
Cf746836_TGAC_s1v1_scaffold_1379	1	10001	16	0	30
Cf746836_TGAC_s1v1_scaffold_1379	10001	20001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1379	20001	21079	0	1	46
Cf746836_TGAC_s1v1_scaffold_138	1	2514	0	1	45
Cf746836_TGAC_s1v1_scaffold_1380	1	10001	104	3	32
Cf746836_TGAC_s1v1_scaffold_1380	10001	20001	0	3	40
Cf746836_TGAC_s1v1_scaffold_1380	20001	30001	0	0	37
Cf746836_TGAC_s1v1_scaffold_1380	30001	40001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1380	40001	50001	0	3	47
Cf746836_TGAC_s1v1_scaffold_1380	50001	60001	0	1	40
Cf746836_TGAC_s1v1_scaffold_1380	60001	70001	0	1	40
Cf746836_TGAC_s1v1_scaffold_1380	70001	80001	0	1	45
Cf746836_TGAC_s1v1_scaffold_1380	80001	90001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1380	90001	100001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1380	100001	106035	0	4	42
Cf746836_TGAC_s1v1_scaffold_1381	1	10001	41	0	23
Cf746836_TGAC_s1v1_scaffold_1381	10001	20001	0	0	29
Cf746836_TGAC_s1v1_scaffold_1381	20001	30001	0	4	47
Cf746836_TGAC_s1v1_scaffold_1381	30001	40001	0	4	44
Cf746836_TGAC_s1v1_scaffold_1381	40001	44475	0	1	48
Cf746836_TGAC_s1v1_scaffold_1382	1	2635	1	0	14
Cf746836_TGAC_s1v1_scaffold_1383	1	2481	1	0	15
Cf746836_TGAC_s1v1_scaffold_1384	1	4417	3	0	23
Cf746836_TGAC_s1v1_scaffold_1385	1	10001	31	2	24
Cf746836_TGAC_s1v1_scaffold_1385	10001	20001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1385	20001	30001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1385	30001	40001	0	0	38
Cf746836_TGAC_s1v1_scaffold_1385	40001	50001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1385	50001	60001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1385	60001	70001	0	5	45
Cf746836_TGAC_s1v1_scaffold_1385	70001	80001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1385	80001	90001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1385	90001	90825	0	2	45
Cf746836_TGAC_s1v1_scaffold_1386	1	10001	4	0	24
Cf746836_TGAC_s1v1_scaffold_1386	10001	13462	0	0	35
Cf746836_TGAC_s1v1_scaffold_1387	1	10001	19	0	25
Cf746836_TGAC_s1v1_scaffold_1387	10001	20001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1387	20001	30001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1387	30001	35356	0	2	30
Cf746836_TGAC_s1v1_scaffold_1388	1	10001	5	1	28
Cf746836_TGAC_s1v1_scaffold_1388	10001	15521	0	0	27
Cf746836_TGAC_s1v1_scaffold_1389	1	10001	34	0	24
Cf746836_TGAC_s1v1_scaffold_1389	10001	20001	0	3	46
Cf746836_TGAC_s1v1_scaffold_1389	20001	30001	0	1	40
Cf746836_TGAC_s1v1_scaffold_1389	30001	40001	0	0	34
Cf746836_TGAC_s1v1_scaffold_1389	40001	50001	0	6	45
Cf746836_TGAC_s1v1_scaffold_1389	50001	51859	0	0	44
Cf746836_TGAC_s1v1_scaffold_139	1	7643	1	0	32
Cf746836_TGAC_s1v1_scaffold_1390	1	3787	2	0	20
Cf746836_TGAC_s1v1_scaffold_1391	1	10001	58	0	34
Cf746836_TGAC_s1v1_scaffold_1391	10001	20001	0	0	47
Cf746836_TGAC_s1v1_scaffold_1391	20001	30001	0	0	48
Cf746836_TGAC_s1v1_scaffold_1391	30001	40001	0	3	45
Cf746836_TGAC_s1v1_scaffold_1391	40001	45265	0	1	47
Cf746836_TGAC_s1v1_scaffold_1392	1	5590	2	0	27
Cf746836_TGAC_s1v1_scaffold_1393	1	9647	5	0	22
Cf746836_TGAC_s1v1_scaffold_1394	1	10001	15	1	44
Cf746836_TGAC_s1v1_scaffold_1394	10001	20001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1394	20001	20903	0	0	41
Cf746836_TGAC_s1v1_scaffold_1395	1	10001	38	2	38
Cf746836_TGAC_s1v1_scaffold_1395	10001	20001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1395	20001	30001	0	3	43
Cf746836_TGAC_s1v1_scaffold_1395	30001	40001	0	2	45
Cf746836_TGAC_s1v1_scaffold_1395	40001	50001	0	0	46
Cf746836_TGAC_s1v1_scaffold_1395	50001	60001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1395	60001	63557	0	2	42
Cf746836_TGAC_s1v1_scaffold_1396	1	10001	58	2	34
Cf746836_TGAC_s1v1_scaffold_1396	10001	20001	0	0	43
Cf746836_TGAC_s1v1_scaffold_1396	20001	30001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1396	30001	40001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1396	40001	50001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1396	50001	60001	0	4	44
Cf746836_TGAC_s1v1_scaffold_1396	60001	67290	0	2	50
Cf746836_TGAC_s1v1_scaffold_1397	1	10001	86	1	39
Cf746836_TGAC_s1v1_scaffold_1397	10001	20001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1397	20001	30001	0	0	48
Cf746836_TGAC_s1v1_scaffold_1397	30001	40001	0	3	47
Cf746836_TGAC_s1v1_scaffold_1397	40001	50001	0	0	32
Cf746836_TGAC_s1v1_scaffold_1397	50001	60001	0	0	28
Cf746836_TGAC_s1v1_scaffold_1397	60001	70001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1397	70001	80001	0	7	46
Cf746836_TGAC_s1v1_scaffold_1397	80001	90001	0	0	43
Cf746836_TGAC_s1v1_scaffold_1397	90001	100001	0	1	30
Cf746836_TGAC_s1v1_scaffold_1397	100001	110001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1397	110001	120001	0	3	46
Cf746836_TGAC_s1v1_scaffold_1397	120001	130001	0	2	35
Cf746836_TGAC_s1v1_scaffold_1397	130001	140001	0	0	38
Cf746836_TGAC_s1v1_scaffold_1397	140001	150001	0	0	33
Cf746836_TGAC_s1v1_scaffold_1397	150001	160001	0	0	47
Cf746836_TGAC_s1v1_scaffold_1397	160001	161084	0	0	42
Cf746836_TGAC_s1v1_scaffold_1398	1	10001	24	2	39
Cf746836_TGAC_s1v1_scaffold_1398	10001	20001	0	0	33
Cf746836_TGAC_s1v1_scaffold_1398	20001	27185	0	1	48
Cf746836_TGAC_s1v1_scaffold_1399	1	10001	15	1	40
Cf746836_TGAC_s1v1_scaffold_1399	10001	16862	0	1	46
Cf746836_TGAC_s1v1_scaffold_14	1	7001	4	6	44
Cf746836_TGAC_s1v1_scaffold_140	1	10001	31	2	46
Cf746836_TGAC_s1v1_scaffold_140	10001	20001	0	0	48
Cf746836_TGAC_s1v1_scaffold_140	20001	23146	0	1	51
Cf746836_TGAC_s1v1_scaffold_1400	1	2480	1	0	15
Cf746836_TGAC_s1v1_scaffold_1401	1	2860	0	0	14
Cf746836_TGAC_s1v1_scaffold_1402	1	10001	34	1	42
Cf746836_TGAC_s1v1_scaffold_1402	10001	20001	0	6	45
Cf746836_TGAC_s1v1_scaffold_1402	20001	30001	0	1	36
Cf746836_TGAC_s1v1_scaffold_1402	30001	40001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1402	40001	43304	0	0	40
Cf746836_TGAC_s1v1_scaffold_1403	1	10001	77	2	49
Cf746836_TGAC_s1v1_scaffold_1403	10001	20001	0	1	46
Cf746836_TGAC_s1v1_scaffold_1403	20001	30001	0	2	42
Cf746836_TGAC_s1v1_scaffold_1403	30001	40001	0	8	46
Cf746836_TGAC_s1v1_scaffold_1403	40001	50001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1403	50001	60001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1403	60001	70001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1403	70001	80001	0	3	40
Cf746836_TGAC_s1v1_scaffold_1403	80001	90001	0	1	28
Cf746836_TGAC_s1v1_scaffold_1403	90001	94349	0	0	26
Cf746836_TGAC_s1v1_scaffold_1404	1	10001	6	1	38
Cf746836_TGAC_s1v1_scaffold_1404	10001	11135	0	0	33
Cf746836_TGAC_s1v1_scaffold_1405	1	10001	42	2	42
Cf746836_TGAC_s1v1_scaffold_1405	10001	20001	0	5	44
Cf746836_TGAC_s1v1_scaffold_1405	20001	30001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1405	30001	40001	0	2	39
Cf746836_TGAC_s1v1_scaffold_1405	40001	50001	0	0	27
Cf746836_TGAC_s1v1_scaffold_1405	50001	60001	0	2	40
Cf746836_TGAC_s1v1_scaffold_1405	60001	70001	0	2	47
Cf746836_TGAC_s1v1_scaffold_1405	70001	70976	0	0	46
Cf746836_TGAC_s1v1_scaffold_1406	1	4281	4	0	24
Cf746836_TGAC_s1v1_scaffold_1407	1	8017	3	0	26
Cf746836_TGAC_s1v1_scaffold_1408	1	1416	0	0	17
Cf746836_TGAC_s1v1_scaffold_1409	1	10001	6	0	21
Cf746836_TGAC_s1v1_scaffold_1409	10001	18734	0	0	21
Cf746836_TGAC_s1v1_scaffold_141	1	4475	4	1	40
Cf746836_TGAC_s1v1_scaffold_1410	1	8678	3	2	28
Cf746836_TGAC_s1v1_scaffold_1411	1	9767	6	0	30
Cf746836_TGAC_s1v1_scaffold_1412	1	10001	10	0	24
Cf746836_TGAC_s1v1_scaffold_1412	10001	20001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1412	20001	30001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1412	30001	33805	0	0	26
Cf746836_TGAC_s1v1_scaffold_1413	1	10001	1	0	21
Cf746836_TGAC_s1v1_scaffold_1413	10001	11679	0	0	19
Cf746836_TGAC_s1v1_scaffold_1414	1	10001	64	0	46
Cf746836_TGAC_s1v1_scaffold_1414	10001	20001	0	0	26
Cf746836_TGAC_s1v1_scaffold_1414	20001	30001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1414	30001	40001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1414	40001	50001	0	5	46
Cf746836_TGAC_s1v1_scaffold_1414	50001	60001	0	2	44
Cf746836_TGAC_s1v1_scaffold_1414	60001	70001	0	2	46
Cf746836_TGAC_s1v1_scaffold_1414	70001	73277	0	2	42
Cf746836_TGAC_s1v1_scaffold_1415	1	10001	69	0	46
Cf746836_TGAC_s1v1_scaffold_1415	10001	20001	0	0	49
Cf746836_TGAC_s1v1_scaffold_1415	20001	30001	0	1	43
Cf746836_TGAC_s1v1_scaffold_1415	30001	40001	0	3	44
Cf746836_TGAC_s1v1_scaffold_1415	40001	50001	0	6	43
Cf746836_TGAC_s1v1_scaffold_1415	50001	60001	0	4	46
Cf746836_TGAC_s1v1_scaffold_1415	60001	70001	0	4	45
Cf746836_TGAC_s1v1_scaffold_1415	70001	78677	0	0	45
Cf746836_TGAC_s1v1_scaffold_1416	1	10001	26	0	17
Cf746836_TGAC_s1v1_scaffold_1416	10001	20001	0	0	21
Cf746836_TGAC_s1v1_scaffold_1416	20001	30001	0	0	24
Cf746836_TGAC_s1v1_scaffold_1416	30001	40001	0	0	18
Cf746836_TGAC_s1v1_scaffold_1416	40001	50001	0	4	47
Cf746836_TGAC_s1v1_scaffold_1416	50001	60001	0	5	47
Cf746836_TGAC_s1v1_scaffold_1416	60001	60938	0	0	45
Cf746836_TGAC_s1v1_scaffold_1417	1	10001	1	0	19
Cf746836_TGAC_s1v1_scaffold_1417	10001	16811	0	0	19
Cf746836_TGAC_s1v1_scaffold_1418	1	10001	25	0	21
Cf746836_TGAC_s1v1_scaffold_1418	10001	20001	0	1	29
Cf746836_TGAC_s1v1_scaffold_1418	20001	30001	0	0	15
Cf746836_TGAC_s1v1_scaffold_1418	30001	40001	0	0	17
Cf746836_TGAC_s1v1_scaffold_1418	40001	50001	0	2	32
Cf746836_TGAC_s1v1_scaffold_1418	50001	60001	0	1	44
Cf746836_TGAC_s1v1_scaffold_1418	60001	70001	0	1	42
Cf746836_TGAC_s1v1_scaffold_1418	70001	79563	0	1	36
Cf746836_TGAC_s1v1_scaffold_1419	1	10001	84	0	31
Cf746836_TGAC_s1v1_scaffold_1419	10001	20001	0	0	36
Cf746836_TGAC_s1v1_scaffold_1419	20001	30001	0	0	25
Cf746836_TGAC_s1v1_scaffold_1419	30001	40001	0	1	34
Cf746836_TGAC_s1v1_scaffold_1419	40001	50001	0	3	43
Cf746836_TGAC_s1v1_scaffold_1419	50001	60001	0	1	39
Cf746836_TGAC_s1v1_scaffold_1419	60001	70001	0	4	43
Cf746836_TGAC_s1v1_scaffold_1419	70001	80001	0	4	42
Cf746836_TGAC_s1v1_scaffold_1419	80001	90001	0	0	30
Cf746836_TGAC_s1v1_scaffold_1419	90001	98484	0	2	36
Cf746836_TGAC_s1v1_scaffold_142	1	10001	9	3	44
Cf746836_TGAC_s1v1_scaffold_142	10001	14100	0	0	46
Cf746836_TGAC_s1v1_scaffold_1420	1	10001	17	0	25
Cf746836_TGAC_s1v1_scaffold_1420	10001	20001	0	3	40
Cf746836_TGAC_s1v1_scaffold_1420	20001	23428	0	0	26
